,Date,CO(GT),C6H6(GT),NO2(GT)
7416,13/01/2005,5.2,26.6,166.0
7417,13/01/2005,4.0,19.8,144.0
7418,13/01/2005,2.9,13.3,129.0
7419,13/01/2005,3.3,13.0,129.0
7420,13/01/2005,2.0,7.5,107.0
7421,13/01/2005,1.8,7.8,101.0
7422,14/01/2005,2.7,8.8,112.0
7423,14/01/2005,1.8,6.4,98.0
7424,14/01/2005,1.3,4.5,90.0
7425,14/01/2005,1.0,3.6,
7426,14/01/2005,1.1,4.2,59.0
7427,14/01/2005,1.6,6.9,98.0
7428,14/01/2005,1.3,5.0,109.0
7429,14/01/2005,1.4,7.3,110.0
7430,14/01/2005,5.0,24.5,159.0
7431,14/01/2005,4.3,16.9,144.0
7432,14/01/2005,4.1,17.7,147.0
7433,14/01/2005,3.8,17.1,179.0
7434,14/01/2005,3.1,14.7,164.0
7435,14/01/2005,3.3,17.4,160.0
7436,14/01/2005,3.1,15.1,143.0
7437,14/01/2005,2.7,14.5,138.0
7438,14/01/2005,3.4,16.9,143.0
7439,14/01/2005,5.0,24.3,196.0
7440,14/01/2005,5.7,26.1,197.0
7441,14/01/2005,5.8,26.4,189.0
7442,14/01/2005,5.8,25.7,188.0
7443,14/01/2005,5.0,18.2,190.0
7444,14/01/2005,1.7,6.2,126.0
7445,14/01/2005,1.6,6.7,113.0
7446,15/01/2005,2.3,7.5,129.0
7447,15/01/2005,2.4,7.5,128.0
7448,15/01/2005,2.0,6.2,122.0
7449,15/01/2005,1.6,5.1,
7450,15/01/2005,,4.8,115.0
7451,15/01/2005,1.1,3.1,92.0
7452,15/01/2005,1.0,2.8,70.0
7453,15/01/2005,1.3,4.3,83.0
7454,15/01/2005,1.9,9.7,127.0
7455,15/01/2005,2.6,10.9,142.0
7456,15/01/2005,2.7,10.6,155.0
7457,15/01/2005,2.4,10.0,153.0
7458,15/01/2005,2.7,11.6,177.0
7459,15/01/2005,3.1,15.6,179.0
7460,15/01/2005,4.4,18.1,212.0
7461,15/01/2005,3.2,12.3,182.0
7462,15/01/2005,2.9,11.4,168.0
7463,15/01/2005,3.0,15.2,179.0
7464,15/01/2005,3.7,17.4,182.0
7465,15/01/2005,5.2,20.8,194.0
7466,15/01/2005,3.3,12.8,166.0
7467,15/01/2005,3.6,14.7,168.0
7468,15/01/2005,2.3,8.3,148.0
7469,15/01/2005,3.0,11.1,151.0
7470,16/01/2005,3.8,13.6,165.0
7471,16/01/2005,3.2,9.8,165.0
7472,16/01/2005,2.1,7.6,128.0
7473,16/01/2005,1.7,6.0,
7474,16/01/2005,1.7,5.9,115.0
7475,16/01/2005,1.4,4.2,120.0
7476,16/01/2005,1.2,4.5,106.0
7477,16/01/2005,1.4,5.4,118.0
7478,16/01/2005,1.4,4.8,156.0
7479,16/01/2005,1.7,6.3,130.0
7480,16/01/2005,1.0,2.6,112.0
7481,16/01/2005,1.0,2.6,96.0
7482,16/01/2005,0.8,2.2,89.0
7483,16/01/2005,1.0,3.0,98.0
7484,16/01/2005,0.8,1.9,85.0
7485,16/01/2005,0.7,2.0,80.0
7486,16/01/2005,1.1,2.8,112.0
7487,16/01/2005,1.1,3.3,121.0
7488,16/01/2005,1.2,3.4,132.0
7489,16/01/2005,2.0,7.1,160.0
7490,16/01/2005,2.2,7.4,167.0
7491,16/01/2005,1.5,4.3,157.0
7492,16/01/2005,1.2,3.9,130.0
7493,16/01/2005,1.5,5.2,145.0
7494,17/01/2005,1.4,3.8,133.0
7495,17/01/2005,1.2,3.5,110.0
7496,17/01/2005,1.0,2.9,100.0
7497,17/01/2005,0.6,1.4,
7498,17/01/2005,0.7,1.1,79.0
7499,17/01/2005,0.5,1.0,79.0
7500,17/01/2005,0.7,1.6,90.0
7501,17/01/2005,1.0,3.2,95.0
7502,17/01/2005,3.0,15.9,169.0
7503,17/01/2005,4.1,18.0,199.0
7504,17/01/2005,3.1,14.7,186.0
7505,17/01/2005,3.8,15.1,208.0
7506,17/01/2005,2.7,13.4,178.0
7507,17/01/2005,3.1,14.5,176.0
7508,17/01/2005,3.1,14.7,177.0
7509,17/01/2005,3.2,17.0,182.0
7510,17/01/2005,3.3,15.3,182.0
7511,17/01/2005,4.0,21.2,193.0
7512,17/01/2005,8.6,43.0,272.0
7513,17/01/2005,8.7,37.2,225.0
7514,17/01/2005,3.6,16.7,181.0
7515,17/01/2005,3.0,13.4,172.0
7516,17/01/2005,1.9,8.7,153.0
7517,17/01/2005,1.9,7.4,143.0
7518,18/01/2005,1.6,6.7,142.0
7519,18/01/2005,1.4,5.0,131.0
7520,18/01/2005,1.0,3.4,105.0
7521,18/01/2005,0.7,2.4,
7522,18/01/2005,,2.1,83.0
7523,18/01/2005,0.8,2.5,87.0
7524,18/01/2005,0.9,3.5,106.0
7525,18/01/2005,1.5,6.9,140.0
7526,18/01/2005,3.1,16.8,167.0
7527,18/01/2005,5.1,20.3,175.0
7528,18/01/2005,5.8,25.0,235.0
7529,18/01/2005,3.8,17.2,196.0
7530,18/01/2005,4.4,21.4,211.0
7531,18/01/2005,4.9,25.1,234.0
7532,18/01/2005,5.2,28.0,240.0
7533,18/01/2005,4.6,26.1,243.0
7534,18/01/2005,4.8,24.7,224.0
7535,18/01/2005,4.9,24.5,240.0
7536,18/01/2005,4.9,27.7,215.0
7537,18/01/2005,5.5,26.0,216.0
7538,18/01/2005,4.2,21.7,184.0
7539,18/01/2005,1.5,6.0,152.0
7540,18/01/2005,0.1,3.3,104.0
7541,18/01/2005,0.2,4.9,104.0
7542,19/01/2005,0.9,6.6,124.0
7543,19/01/2005,1.0,6.7,127.0
7544,19/01/2005,0.4,4.4,109.0
7545,19/01/2005,,1.5,
7546,19/01/2005,,1.1,73.0
7547,19/01/2005,,0.9,52.0
7548,19/01/2005,,1.2,57.0
7549,19/01/2005,0.1,2.5,89.0
7550,19/01/2005,0.7,7.6,128.0
7551,19/01/2005,1.2,7.3,152.0
7552,19/01/2005,0.2,3.7,128.0
7553,19/01/2005,,2.5,124.0
7554,19/01/2005,,2.7,117.0
7555,19/01/2005,0.3,4.6,110.0
7556,19/01/2005,0.6,6.7,128.0
7557,19/01/2005,0.2,4.3,114.0
7558,19/01/2005,0.2,4.3,110.0
7559,19/01/2005,0.7,4.1,112.0
7560,19/01/2005,1.8,7.6,130.0
7561,19/01/2005,2.2,7.0,135.0
7562,19/01/2005,2.3,9.6,141.0
7563,19/01/2005,2.6,7.8,141.0
7564,19/01/2005,1.1,2.4,95.0
7565,19/01/2005,1.2,3.9,97.0
7566,20/01/2005,1.8,4.1,112.0
7567,20/01/2005,1.1,2.5,74.0
7568,20/01/2005,0.9,1.3,62.0
7569,20/01/2005,0.7,1.2,
7570,20/01/2005,0.6,0.7,40.0
7571,20/01/2005,0.6,0.9,45.0
7572,20/01/2005,0.9,2.9,93.0
7573,20/01/2005,1.0,2.7,104.0
7574,20/01/2005,3.4,14.4,162.0
7575,20/01/2005,4.2,17.2,169.0
7576,20/01/2005,4.4,17.4,190.0
7577,20/01/2005,2.9,11.5,170.0
7578,20/01/2005,2.6,11.9,151.0
7579,20/01/2005,2.6,12.6,150.0
7580,20/01/2005,3.0,14.3,154.0
7581,20/01/2005,2.3,10.3,140.0
7582,20/01/2005,3.0,14.5,167.0
7583,20/01/2005,4.5,21.9,204.0
7584,20/01/2005,6.0,28.5,210.0
7585,20/01/2005,4.3,21.2,182.0
7586,20/01/2005,3.4,16.0,165.0
7587,20/01/2005,2.8,13.0,150.0
7588,20/01/2005,2.1,7.0,132.0
7589,20/01/2005,1.7,6.4,120.0
7590,21/01/2005,1.8,5.8,119.0
7591,21/01/2005,1.6,5.6,110.0
7592,21/01/2005,1.4,4.5,94.0
7593,21/01/2005,1.3,4.6,
7594,21/01/2005,,5.9,101.0
7595,21/01/2005,1.3,6.6,117.0
7596,21/01/2005,1.6,9.2,121.0
7597,21/01/2005,2.4,12.2,138.0
7598,21/01/2005,4.5,22.6,174.0
7599,21/01/2005,5.7,29.0,179.0
7600,21/01/2005,4.3,19.4,175.0
7601,21/01/2005,4.2,20.5,183.0
7602,21/01/2005,4.5,22.5,189.0
7603,21/01/2005,5.0,24.0,198.0
7604,21/01/2005,2.9,13.9,142.0
7605,21/01/2005,3.0,16.8,139.0
7606,21/01/2005,3.3,20.2,99.0
7607,21/01/2005,1.4,16.4,135.0
7608,21/01/2005,2.3,18.0,223.0
7609,21/01/2005,1.6,20.3,194.0
7610,21/01/2005,4.9,38.1,244.0
7611,21/01/2005,6.4,35.7,243.0
7612,21/01/2005,3.5,21.8,230.0
7613,21/01/2005,1.7,18.2,207.0
7614,22/01/2005,2.6,20.1,223.0
7615,22/01/2005,1.6,14.4,216.0
7616,22/01/2005,1.5,15.1,198.0
7617,22/01/2005,0.9,13.1,
7618,22/01/2005,0.5,11.5,126.0
7619,22/01/2005,0.9,13.7,144.0
7620,22/01/2005,0.4,11.6,183.0
7621,22/01/2005,0.5,13.2,193.0
7622,22/01/2005,0.8,15.6,196.0
7623,22/01/2005,1.4,16.9,208.0
7624,22/01/2005,1.6,18.5,217.0
7625,22/01/2005,1.5,16.6,246.0
7626,22/01/2005,1.0,15.0,204.0
7627,22/01/2005,1.0,15.0,192.0
7628,22/01/2005,1.3,16.9,186.0
7629,22/01/2005,0.1,7.0,133.0
7630,22/01/2005,,5.9,126.0
7631,22/01/2005,,7.1,138.0
7632,22/01/2005,0.1,8.6,148.0
7633,22/01/2005,0.4,12.2,167.0
7634,22/01/2005,0.7,12.6,175.0
7635,22/01/2005,2.7,21.1,224.0
7636,22/01/2005,2.1,16.9,215.0
7637,22/01/2005,1.3,15.1,196.0
7638,23/01/2005,0.8,10.1,195.0
7639,23/01/2005,,7.5,181.0
7640,23/01/2005,,7.6,150.0
7641,23/01/2005,,5.9,
7642,23/01/2005,,5.5,139.0
7643,23/01/2005,,2.3,74.0
7644,23/01/2005,,2.0,73.0
7645,23/01/2005,,1.6,77.0
7646,23/01/2005,,2.1,98.0
7647,23/01/2005,,4.4,121.0
7648,23/01/2005,,6.4,162.0
7649,23/01/2005,,7.3,178.0
7650,23/01/2005,,8.7,206.0
7651,23/01/2005,,9.2,191.0
7652,23/01/2005,,7.9,175.0
7653,23/01/2005,,9.0,169.0
7654,23/01/2005,,7.0,180.0
7655,23/01/2005,,3.7,124.0
7656,23/01/2005,,4.3,130.0
7657,23/01/2005,,6.8,141.0
7658,23/01/2005,,8.7,157.0
7659,23/01/2005,,4.7,123.0
7660,23/01/2005,,3.5,104.0
7661,23/01/2005,,5.4,134.0
7662,24/01/2005,,4.4,105.0
7663,24/01/2005,,6.0,121.0
7664,24/01/2005,0.1,7.6,136.0
7665,24/01/2005,,1.9,
7666,24/01/2005,,1.0,48.0
7667,24/01/2005,0.3,0.6,40.0
7668,24/01/2005,0.5,1.2,67.0
7669,24/01/2005,0.6,2.9,104.0
7670,24/01/2005,1.8,11.1,169.0
7671,24/01/2005,2.0,9.7,203.0
7672,24/01/2005,1.4,5.7,183.0
7673,24/01/2005,0.6,5.4,151.0
7674,24/01/2005,0.5,5.1,138.0
7675,24/01/2005,0.7,5.8,127.0
7676,24/01/2005,0.7,5.6,
7677,24/01/2005,1.1,8.0,148.0
7678,24/01/2005,1.3,7.1,172.0
7679,24/01/2005,1.0,7.6,163.0
7680,24/01/2005,1.5,10.4,180.0
7681,24/01/2005,1.5,8.9,169.0
7682,24/01/2005,1.2,7.3,152.0
7683,24/01/2005,0.3,3.6,107.0
7684,24/01/2005,,1.7,75.0
7685,24/01/2005,,1.5,58.0
7686,25/01/2005,,1.0,57.0
7687,25/01/2005,,0.6,44.0
7688,25/01/2005,,0.4,29.0
7689,25/01/2005,,0.3,
7690,25/01/2005,,0.2,19.0
7691,25/01/2005,,0.2,20.0
7692,25/01/2005,,0.1,35.0
7693,25/01/2005,,0.4,60.0
7694,25/01/2005,0.2,2.9,115.0
7695,25/01/2005,0.7,5.4,157.0
7696,25/01/2005,0.5,5.1,147.0
7697,25/01/2005,0.4,3.8,188.0
7698,25/01/2005,0.3,3.9,126.0
7699,25/01/2005,0.3,3.6,114.0
7700,25/01/2005,0.4,4.2,123.0
7701,25/01/2005,0.2,3.6,107.0
7702,25/01/2005,0.4,3.6,121.0
7703,25/01/2005,0.4,3.9,118.0
7704,25/01/2005,0.7,4.9,134.0
7705,25/01/2005,1.0,5.8,142.0
7706,25/01/2005,1.1,6.1,133.0
7707,25/01/2005,0.3,2.8,106.0
7708,25/01/2005,0.1,2.4,87.0
7709,25/01/2005,,1.5,67.0
7710,26/01/2005,,1.1,55.0
7711,26/01/2005,,0.9,49.0
7712,26/01/2005,,0.4,30.0
7713,26/01/2005,,0.3,
7714,26/01/2005,,0.2,20.0
7715,26/01/2005,,0.1,17.0
7716,26/01/2005,,0.5,35.0
7717,26/01/2005,,0.9,71.0
7718,26/01/2005,0.3,3.3,136.0
7719,26/01/2005,0.6,4.4,163.0
7720,26/01/2005,0.3,2.8,143.0
7721,26/01/2005,0.1,3.2,134.0
7722,26/01/2005,0.1,2.7,130.0
7723,26/01/2005,0.2,3.5,122.0
7724,26/01/2005,0.5,4.8,129.0
7725,26/01/2005,0.3,3.4,132.0
7726,26/01/2005,0.3,4.2,133.0
7727,26/01/2005,0.3,4.2,126.0
7728,26/01/2005,1.0,8.5,177.0
7729,26/01/2005,1.4,9.2,185.0
7730,26/01/2005,1.4,7.6,169.0
7731,26/01/2005,1.1,6.2,151.0
7732,26/01/2005,0.4,2.9,114.0
7733,26/01/2005,0.2,2.5,90.0
7734,27/01/2005,0.2,2.6,87.0
7735,27/01/2005,0.2,2.2,83.0
7736,27/01/2005,0.2,2.5,74.0
7737,27/01/2005,,0.8,
7738,27/01/2005,,0.3,28.0
7739,27/01/2005,0.4,0.3,26.0
7740,27/01/2005,0.5,0.7,61.0
7741,27/01/2005,0.7,1.4,91.0
7742,27/01/2005,1.9,6.6,184.0
7743,27/01/2005,2.4,8.4,204.0
7744,27/01/2005,2.0,5.5,185.0
7745,27/01/2005,1.3,3.5,125.0
7746,27/01/2005,1.0,3.0,104.0
7747,27/01/2005,1.2,4.1,115.0
7748,27/01/2005,1.5,4.7,126.0
7749,27/01/2005,1.3,4.5,125.0
7750,27/01/2005,1.5,4.7,139.0
7751,27/01/2005,1.5,5.1,142.0
7752,27/01/2005,2.1,7.7,170.0
7753,27/01/2005,2.6,10.3,195.0
7754,27/01/2005,3.0,11.5,202.0
7755,27/01/2005,2.0,6.0,168.0
7756,27/01/2005,1.4,3.6,128.0
7757,27/01/2005,1.3,4.3,115.0
7758,28/01/2005,1.2,3.4,111.0
7759,28/01/2005,1.1,2.4,97.0
7760,28/01/2005,0.9,2.0,77.0
7761,28/01/2005,0.8,1.4,
7762,28/01/2005,0.6,1.2,51.0
7763,28/01/2005,0.5,0.9,49.0
7764,28/01/2005,0.6,1.6,79.0
7765,28/01/2005,0.7,1.7,92.0
7766,28/01/2005,1.6,6.2,167.0
7767,28/01/2005,2.2,8.2,206.0
7768,28/01/2005,1.8,6.4,184.0
7769,28/01/2005,1.5,5.9,176.0
7770,28/01/2005,1.8,5.7,191.0
7771,28/01/2005,1.4,5.3,147.0
7772,28/01/2005,2.1,7.3,174.0
7773,28/01/2005,1.6,5.1,167.0
7774,28/01/2005,1.3,3.9,138.0
7775,28/01/2005,1.9,,164.0
7776,28/01/2005,2.4,,190.0
7777,28/01/2005,3.0,,198.0
7778,28/01/2005,1.9,,155.0
7779,28/01/2005,1.8,,153.0
7780,28/01/2005,1.1,,110.0
7781,28/01/2005,1.1,,91.0
7782,29/01/2005,1.1,,105.0
7783,29/01/2005,1.0,,85.0
7784,29/01/2005,0.7,0.8,60.0
7785,29/01/2005,0.6,0.6,
7786,29/01/2005,0.5,0.5,34.0
7787,29/01/2005,0.5,0.5,31.0
7788,29/01/2005,0.4,0.6,37.0
7789,29/01/2005,0.5,0.9,58.0
7790,29/01/2005,0.8,2.0,92.0
7791,29/01/2005,1.1,2.8,110.0
7792,29/01/2005,1.1,2.8,101.0
7793,29/01/2005,1.1,3.0,96.0
7794,29/01/2005,1.1,2.4,102.0
7795,29/01/2005,1.1,2.5,96.0
7796,29/01/2005,1.2,3.0,102.0
7797,29/01/2005,1.0,2.2,88.0
7798,29/01/2005,1.2,2.6,87.0
7799,29/01/2005,1.3,3.4,115.0
7800,29/01/2005,1.4,3.0,118.0
7801,29/01/2005,1.3,3.1,134.0
7802,29/01/2005,1.4,3.4,125.0
7803,29/01/2005,1.5,2.9,140.0
7804,29/01/2005,1.0,1.7,83.0
7805,29/01/2005,1.0,1.6,73.0
7806,30/01/2005,1.1,2.3,92.0
7807,30/01/2005,1.3,2.2,109.0
7808,30/01/2005,1.0,1.7,82.0
7809,30/01/2005,1.1,2.2,
7810,30/01/2005,,1.8,83.0
7811,30/01/2005,0.6,0.6,50.0
7812,30/01/2005,0.5,0.6,44.0
7813,30/01/2005,0.4,0.4,49.0
7814,30/01/2005,0.5,0.7,62.0
7815,30/01/2005,0.7,1.2,85.0
7816,30/01/2005,0.8,1.4,82.0
7817,30/01/2005,0.8,2.0,77.0
7818,30/01/2005,1.0,2.0,92.0
7819,30/01/2005,0.9,1.6,95.0
7820,30/01/2005,0.9,1.6,95.0
7821,30/01/2005,0.9,1.8,76.0
7822,30/01/2005,1.0,1.8,95.0
7823,30/01/2005,1.0,2.6,118.0
7824,30/01/2005,1.1,2.0,123.0
7825,30/01/2005,1.2,2.8,140.0
7826,30/01/2005,1.6,3.9,163.0
7827,30/01/2005,1.7,4.1,164.0
7828,30/01/2005,1.1,2.4,120.0
7829,30/01/2005,1.3,3.5,130.0
7830,31/01/2005,1.7,4.6,145.0
7831,31/01/2005,1.5,3.0,126.0
7832,31/01/2005,0.8,1.0,61.0
7833,31/01/2005,0.5,0.5,
7834,31/01/2005,0.4,0.4,37.0
7835,31/01/2005,0.4,0.3,37.0
7836,31/01/2005,0.4,0.6,50.0
7837,31/01/2005,0.7,1.4,109.0
7838,31/01/2005,1.8,7.1,198.0
7839,31/01/2005,,14.0,
7840,31/01/2005,3.5,15.1,283.0
7841,31/01/2005,2.8,12.5,256.0
7842,31/01/2005,3.1,12.8,261.0
7843,31/01/2005,2.5,11.9,181.0
7844,31/01/2005,2.7,11.7,194.0
7845,31/01/2005,2.9,14.7,214.0
7846,31/01/2005,3.2,15.7,204.0
7847,31/01/2005,4.1,21.1,228.0
7848,31/01/2005,6.1,27.4,270.0
7849,31/01/2005,6.8,30.8,285.0
7850,31/01/2005,6.8,29.2,282.0
7851,31/01/2005,3.7,15.0,235.0
7852,31/01/2005,2.1,7.1,208.0
7853,31/01/2005,1.4,5.4,161.0
7854,01/02/2005,1.3,4.8,146.0
7855,01/02/2005,1.1,3.8,123.0
7856,01/02/2005,1.0,3.5,109.0
7857,01/02/2005,0.9,3.3,
7858,01/02/2005,0.8,3.6,115.0
7859,01/02/2005,0.9,3.8,114.0
7860,01/02/2005,1.1,4.2,122.0
7861,01/02/2005,1.6,7.7,149.0
7862,01/02/2005,3.7,20.0,187.0
7863,01/02/2005,4.8,22.1,198.0
7864,01/02/2005,4.1,17.2,196.0
7865,01/02/2005,4.5,21.4,218.0
7866,01/02/2005,4.5,19.8,227.0
7867,01/02/2005,3.7,18.8,181.0
7868,01/02/2005,4.2,18.8,179.0
7869,01/02/2005,3.3,16.7,151.0
7870,01/02/2005,3.2,14.4,162.0
7871,01/02/2005,3.6,16.3,165.0
7872,01/02/2005,3.5,14.4,173.0
7873,01/02/2005,4.1,17.0,188.0
7874,01/02/2005,4.0,14.8,186.0
7875,01/02/2005,3.3,9.8,172.0
7876,01/02/2005,3.0,6.1,150.0
7877,01/02/2005,2.6,5.4,137.0
7878,02/02/2005,2.6,4.7,133.0
7879,02/02/2005,2.6,5.1,122.0
7880,02/02/2005,2.9,6.9,130.0
7881,02/02/2005,2.9,7.3,
7882,02/02/2005,2.5,4.8,121.0
7883,02/02/2005,2.0,3.6,115.0
7884,02/02/2005,2.2,4.5,125.0
7885,02/02/2005,2.4,5.2,136.0
7886,02/02/2005,4.0,15.1,174.0
7887,02/02/2005,6.7,27.3,224.0
7888,02/02/2005,5.6,19.6,230.0
7889,02/02/2005,4.3,14.8,205.0
7890,02/02/2005,4.0,14.5,204.0
7891,02/02/2005,2.6,10.1,139.0
7892,02/02/2005,2.2,10.1,133.0
7893,02/02/2005,1.9,8.3,127.0
7894,02/02/2005,1.8,9.0,124.0
7895,02/02/2005,3.1,13.4,158.0
7896,02/02/2005,4.8,19.5,171.0
7897,02/02/2005,5.8,27.8,193.0
7898,02/02/2005,5.9,31.4,195.0
7899,02/02/2005,4.1,15.6,212.0
7900,02/02/2005,1.8,7.0,193.0
7901,02/02/2005,1.7,7.8,167.0
7902,03/02/2005,1.7,5.6,156.0
7903,03/02/2005,1.5,6.0,153.0
7904,03/02/2005,1.1,3.9,128.0
7905,03/02/2005,0.9,2.8,
7906,03/02/2005,,2.6,96.0
7907,03/02/2005,0.3,2.9,105.0
7908,03/02/2005,0.4,2.8,130.0
7909,03/02/2005,0.6,4.2,134.0
7910,03/02/2005,3.0,16.7,275.0
7911,03/02/2005,5.6,29.1,309.0
7912,03/02/2005,4.9,20.7,322.0
7913,03/02/2005,3.5,15.5,333.0
7914,03/02/2005,2.2,10.3,235.0
7915,03/02/2005,2.7,13.8,241.0
7916,03/02/2005,2.7,12.7,214.0
7917,03/02/2005,2.1,11.4,174.0
7918,03/02/2005,2.0,10.2,157.0
7919,03/02/2005,2.4,14.3,170.0
7920,03/02/2005,6.7,32.4,212.0
7921,03/02/2005,6.4,29.0,249.0
7922,03/02/2005,3.9,17.6,231.0
7923,03/02/2005,2.7,12.6,216.0
7924,03/02/2005,3.0,15.5,217.0
7925,03/02/2005,2.1,9.1,203.0
7926,04/02/2005,1.2,6.4,161.0
7927,04/02/2005,1.2,5.1,147.0
7928,04/02/2005,0.7,3.3,111.0
7929,04/02/2005,0.9,5.3,
7930,04/02/2005,0.8,3.1,115.0
7931,04/02/2005,0.4,2.2,80.0
7932,04/02/2005,0.7,3.9,122.0
7933,04/02/2005,1.4,6.9,186.0
7934,04/02/2005,4.0,19.7,306.0
7935,04/02/2005,3.9,20.1,301.0
7936,04/02/2005,3.1,16.3,274.0
7937,04/02/2005,3.2,14.3,247.0
7938,04/02/2005,1.5,7.0,169.0
7939,04/02/2005,1.2,6.3,138.0
7940,04/02/2005,1.9,8.6,149.0
7941,04/02/2005,1.5,6.6,165.0
7942,04/02/2005,1.4,6.1,156.0
7943,04/02/2005,1.9,8.8,184.0
7944,04/02/2005,2.2,9.4,197.0
7945,04/02/2005,3.0,11.8,204.0
7946,04/02/2005,2.6,11.3,207.0
7947,04/02/2005,2.8,9.7,208.0
7948,04/02/2005,1.6,5.8,174.0
7949,04/02/2005,1.3,5.3,157.0
7950,05/02/2005,1.6,5.3,166.0
7951,05/02/2005,1.5,5.1,167.0
7952,05/02/2005,1.3,4.8,154.0
7953,05/02/2005,1.6,6.4,
7954,05/02/2005,2.0,7.0,164.0
7955,05/02/2005,1.3,4.4,149.0
7956,05/02/2005,0.9,5.6,150.0
7957,05/02/2005,1.4,7.3,205.0
7958,05/02/2005,3.1,12.7,283.0
7959,05/02/2005,4.1,11.3,310.0
7960,05/02/2005,1.3,4.9,200.0
7961,05/02/2005,0.9,3.8,147.0
7962,05/02/2005,1.0,3.4,128.0
7963,05/02/2005,1.0,4.2,121.0
7964,05/02/2005,1.1,3.7,129.0
7965,05/02/2005,0.8,3.3,110.0
7966,05/02/2005,1.0,3.4,126.0
7967,05/02/2005,0.9,3.1,121.0
7968,05/02/2005,0.9,4.3,142.0
7969,05/02/2005,1.6,6.2,174.0
7970,05/02/2005,1.4,5.2,168.0
7971,05/02/2005,1.4,5.8,180.0
7972,05/02/2005,1.1,3.5,157.0
7973,05/02/2005,1.2,4.9,162.0
7974,06/02/2005,1.8,4.7,173.0
7975,06/02/2005,1.4,4.9,176.0
7976,06/02/2005,1.4,5.0,172.0
7977,06/02/2005,0.9,2.9,
7978,06/02/2005,,2.6,108.0
7979,06/02/2005,0.8,1.8,88.0
7980,06/02/2005,0.7,1.3,85.0
7981,06/02/2005,0.7,1.5,88.0
7982,06/02/2005,0.6,1.3,94.0
7983,06/02/2005,0.8,2.0,115.0
7984,06/02/2005,1.3,4.3,137.0
7985,06/02/2005,2.0,6.7,212.0
7986,06/02/2005,1.7,4.6,173.0
7987,06/02/2005,1.2,3.5,135.0
7988,06/02/2005,1.0,2.1,100.0
7989,06/02/2005,0.8,1.9,78.0
7990,06/02/2005,1.0,2.7,100.0
7991,06/02/2005,1.4,3.7,150.0
7992,06/02/2005,1.1,2.9,142.0
7993,06/02/2005,1.6,4.5,165.0
7994,06/02/2005,1.8,5.3,179.0
7995,06/02/2005,1.4,3.7,149.0
7996,06/02/2005,1.1,2.6,126.0
7997,06/02/2005,1.0,2.4,120.0
7998,07/02/2005,1.1,2.4,110.0
7999,07/02/2005,1.0,2.0,92.0
8000,07/02/2005,0.8,1.5,78.0
8001,07/02/2005,0.6,1.2,
8002,07/02/2005,0.6,0.8,65.0
8003,07/02/2005,0.6,1.0,73.0
8004,07/02/2005,0.6,1.3,85.0
8005,07/02/2005,0.8,2.4,133.0
8006,07/02/2005,2.3,8.7,246.0
8007,07/02/2005,2.8,10.5,281.0
8008,07/02/2005,2.1,7.9,222.0
8009,07/02/2005,1.7,6.5,182.0
8010,07/02/2005,1.4,5.7,154.0
8011,07/02/2005,1.6,6.2,168.0
8012,07/02/2005,1.4,5.4,149.0
8013,07/02/2005,1.3,4.9,156.0
8014,07/02/2005,1.4,5.0,156.0
8015,07/02/2005,1.7,6.9,187.0
8016,07/02/2005,1.9,7.5,194.0
8017,07/02/2005,2.3,8.2,204.0
8018,07/02/2005,2.0,7.7,174.0
8019,07/02/2005,1.6,4.5,154.0
8020,07/02/2005,1.0,2.7,117.0
8021,07/02/2005,0.9,2.3,98.0
8022,08/02/2005,0.9,2.1,90.0
8023,08/02/2005,0.9,1.4,74.0
8024,08/02/2005,0.5,0.8,49.0
8025,08/02/2005,0.4,0.6,
8026,08/02/2005,0.5,1.0,54.0
8027,08/02/2005,0.6,1.3,69.0
8028,08/02/2005,0.6,1.6,92.0
8029,08/02/2005,1.0,3.0,146.0
8030,08/02/2005,2.1,10.0,224.0
8031,08/02/2005,2.9,15.1,253.0
8032,08/02/2005,2.2,8.6,225.0
8033,08/02/2005,1.6,6.9,180.0
8034,08/02/2005,1.8,7.6,194.0
8035,08/02/2005,1.5,6.9,158.0
8036,08/02/2005,2.2,8.5,184.0
8037,08/02/2005,1.6,5.3,165.0
8038,08/02/2005,1.5,4.4,156.0
8039,08/02/2005,1.8,,172.0
8040,08/02/2005,1.8,,194.0
8041,08/02/2005,2.3,,208.0
8042,08/02/2005,1.9,,187.0
8043,08/02/2005,1.9,,187.0
8044,08/02/2005,1.1,,127.0
8045,08/02/2005,0.9,,107.0
8046,09/02/2005,0.8,,99.0
8047,09/02/2005,0.9,,100.0
8048,09/02/2005,0.7,,73.0
8049,09/02/2005,0.8,,
8050,09/02/2005,,,83.0
8051,09/02/2005,0.7,,92.0
8052,09/02/2005,0.6,,100.0
8053,09/02/2005,1.0,,149.0
8054,09/02/2005,1.7,,231.0
8055,09/02/2005,2.7,,245.0
8056,09/02/2005,3.3,,203.0
8057,09/02/2005,2.1,,165.0
8058,09/02/2005,2.0,,168.0
8059,09/02/2005,2.0,,151.0
8060,09/02/2005,2.3,,152.0
8061,09/02/2005,2.0,,144.0
8062,09/02/2005,2.1,,148.0
8063,09/02/2005,2.3,,176.0
8064,09/02/2005,3.1,,209.0
8065,09/02/2005,3.9,,240.0
8066,09/02/2005,3.8,,223.0
8067,09/02/2005,2.9,,187.0
8068,09/02/2005,2.2,,157.0
