,DATE,TIME,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,NOX_GT,PT08_S3_NOX,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,MONTH,HOUR
755,2004-04-11,05.00.00,0.7,836.0,38.0,2.9,643.0,38.0,1244.0,49.0,1306.0,727.0,7.7,70.7,0.7463,4,5
756,2004-04-11,06.00.00,0.8,856.0,44.0,2.9,644.0,41.0,1259.0,49.0,1301.0,746.0,7.4,71.0,0.7346,4,6
757,2004-04-11,07.00.00,0.9,888.0,60.0,3.0,651.0,51.0,1240.0,52.0,1298.0,733.0,8.2,66.6,0.7283,4,7
758,2004-04-11,08.00.00,1.1,912.0,88.0,3.7,694.0,61.0,1196.0,58.0,1343.0,727.0,8.7,64.3,0.7267,4,8
759,2004-04-11,09.00.00,1.0,938.0,70.0,3.9,706.0,47.0,1177.0,51.0,1320.0,642.0,13.0,47.9,0.7116,4,9
760,2004-04-11,10.00.00,1.6,1053.0,94.0,6.2,823.0,87.0,1040.0,77.0,1386.0,810.0,17.4,35.4,0.699,4,10
761,2004-04-11,11.00.00,1.8,1087.0,126.0,7.3,870.0,107.0,1014.0,90.0,1412.0,851.0,20.2,29.2,0.683,4,11
762,2004-04-11,12.00.00,2.6,1153.0,181.0,9.2,945.0,161.0,969.0,118.0,1425.0,911.0,22.7,22.9,0.6224,4,12
763,2004-04-11,13.00.00,1.1,894.0,66.0,4.0,710.0,61.0,1209.0,70.0,1200.0,611.0,22.3,22.4,0.5955,4,13
764,2004-04-11,14.00.00,0.6,797.0,54.0,2.3,606.0,26.0,1452.0,35.0,1076.0,368.0,22.2,18.9,0.4993,4,14
765,2004-04-11,15.00.00,0.9,854.0,48.0,3.1,658.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969,4,15
766,2004-04-11,16.00.00,1.0,892.0,66.0,3.2,665.0,55.0,1348.0,58.0,1150.0,394.0,21.0,23.6,0.5788,4,16
767,2004-04-11,17.00.00,1.2,935.0,65.0,3.3,672.0,65.0,1299.0,61.0,1183.0,415.0,19.6,27.4,0.6162,4,17
768,2004-04-11,18.00.00,1.4,989.0,68.0,4.0,709.0,75.0,1225.0,80.0,1233.0,469.0,17.9,30.8,0.6258,4,18
769,2004-04-11,19.00.00,2.0,1063.0,118.0,5.7,797.0,93.0,1079.0,93.0,1285.0,607.0,16.4,35.3,0.6532,4,19
770,2004-04-11,20.00.00,1.1,922.0,65.0,3.4,674.0,63.0,1220.0,78.0,1205.0,498.0,15.6,37.5,0.6575,4,20
771,2004-04-11,21.00.00,1.1,925.0,63.0,3.5,680.0,60.0,1223.0,76.0,1217.0,481.0,15.5,36.7,0.6438,4,21
772,2004-04-11,22.00.00,1.1,924.0,61.0,2.9,648.0,63.0,1272.0,74.0,1186.0,465.0,14.5,39.0,0.6428,4,22
773,2004-04-11,23.00.00,1.1,914.0,63.0,3.1,661.0,66.0,1256.0,81.0,1187.0,478.0,14.2,38.2,0.6163,4,23
774,2004-04-12,00.00.00,0.7,840.0,31.0,1.6,556.0,41.0,1474.0,58.0,1094.0,366.0,13.7,38.3,0.5957,4,0
775,2004-04-12,01.00.00,0.6,799.0,29.0,1.1,514.0,42.0,1615.0,59.0,1036.0,332.0,14.1,34.0,0.5442,4,1
776,2004-04-12,02.00.00,0.7,856.0,34.0,2.0,581.0,36.0,1448.0,54.0,1111.0,346.0,14.6,34.0,0.5605,4,2
778,2004-04-12,04.00.00,0.3,753.0,9.0,0.7,462.0,16.0,1822.0,25.0,955.0,274.0,13.9,30.9,0.4868,4,4
779,2004-04-12,05.00.00,0.3,785.0,14.0,0.5,448.0,16.0,1923.0,26.0,1003.0,263.0,13.5,37.9,0.5852,4,5
780,2004-04-12,06.00.00,0.4,835.0,23.0,0.7,472.0,33.0,1756.0,49.0,1117.0,314.0,13.9,43.6,0.6871,4,6
781,2004-04-12,07.00.00,0.5,865.0,36.0,0.9,494.0,39.0,1613.0,53.0,1185.0,367.0,13.5,50.1,0.7706,4,7
782,2004-04-12,08.00.00,0.6,922.0,39.0,1.5,541.0,45.0,1453.0,57.0,1246.0,432.0,13.3,53.6,0.8169,4,8
783,2004-04-12,09.00.00,0.8,975.0,38.0,2.2,598.0,63.0,1268.0,73.0,1293.0,536.0,13.4,56.0,0.8576,4,9
784,2004-04-12,10.00.00,1.0,1040.0,55.0,2.9,646.0,71.0,1210.0,78.0,1325.0,555.0,13.0,59.6,0.886,4,10
785,2004-04-12,11.00.00,1.3,1115.0,75.0,3.9,707.0,104.0,1105.0,93.0,1384.0,677.0,12.7,62.7,0.9173,4,11
786,2004-04-12,12.00.00,1.1,1004.0,64.0,2.8,641.0,85.0,1201.0,71.0,1305.0,557.0,12.1,60.5,0.8505,4,12
787,2004-04-12,13.00.00,0.6,895.0,39.0,1.4,536.0,53.0,1415.0,56.0,1229.0,421.0,11.2,64.4,0.8537,4,13
788,2004-04-12,14.00.00,0.7,917.0,42.0,1.7,563.0,58.0,1415.0,60.0,1257.0,423.0,10.7,67.6,0.8703,4,14
789,2004-04-12,15.00.00,1.2,1025.0,78.0,3.6,689.0,89.0,1189.0,77.0,1325.0,519.0,11.4,61.2,0.8236,4,15
790,2004-04-12,16.00.00,1.4,1035.0,69.0,3.1,660.0,96.0,1222.0,82.0,1301.0,533.0,9.9,70.5,0.8581,4,16
791,2004-04-12,17.00.00,1.2,1025.0,67.0,3.5,682.0,88.0,1197.0,77.0,1313.0,537.0,10.3,65.2,0.8151,4,17
792,2004-04-12,18.00.00,1.3,1040.0,83.0,3.9,705.0,100.0,1149.0,91.0,1324.0,612.0,11.0,58.9,0.7714,4,18
793,2004-04-12,19.00.00,1.8,1070.0,79.0,5.2,776.0,127.0,1065.0,93.0,1369.0,697.0,10.6,59.5,0.7595,4,19
794,2004-04-12,20.00.00,1.2,964.0,68.0,3.7,692.0,88.0,1176.0,82.0,1292.0,573.0,10.6,57.7,0.7362,4,20
795,2004-04-12,21.00.00,0.8,904.0,56.0,2.7,635.0,66.0,1269.0,74.0,1233.0,489.0,10.6,56.1,0.7149,4,21
796,2004-04-12,22.00.00,0.8,913.0,49.0,2.6,626.0,61.0,1271.0,68.0,1234.0,474.0,10.3,58.0,0.7239,4,22
797,2004-04-12,23.00.00,0.8,914.0,56.0,2.4,610.0,54.0,1322.0,65.0,1230.0,455.0,10.4,58.4,0.7352,4,23
798,2004-04-13,00.00.00,0.7,893.0,48.0,2.0,587.0,46.0,1368.0,58.0,1219.0,433.0,10.7,58.2,0.7459,4,0
799,2004-04-13,01.00.00,0.5,844.0,27.0,1.3,532.0,25.0,1499.0,36.0,1176.0,376.0,10.5,59.9,0.7624,4,1
800,2004-04-13,02.00.00,0.3,837.0,29.0,1.2,518.0,18.0,1581.0,29.0,1182.0,360.0,10.5,60.8,0.7704,4,2
802,2004-04-13,04.00.00,0.3,825.0,47.0,0.9,489.0,21.0,1565.0,28.0,1171.0,363.0,11.1,60.1,0.7925,4,4
803,2004-04-13,05.00.00,0.7,956.0,66.0,3.1,656.0,76.0,1251.0,68.0,1356.0,525.0,10.1,68.4,0.8443,4,5
804,2004-04-13,06.00.00,1.6,1124.0,163.0,6.9,853.0,149.0,960.0,99.0,1531.0,873.0,10.0,68.7,0.8456,4,6
805,2004-04-13,07.00.00,3.9,1496.0,524.0,19.1,1272.0,328.0,667.0,130.0,2011.0,1399.0,11.0,64.2,0.8398,4,7
806,2004-04-13,08.00.00,4.5,1452.0,657.0,22.1,1354.0,282.0,620.0,128.0,2057.0,1501.0,12.0,58.1,0.8138,4,8
807,2004-04-13,09.00.00,2.7,1172.0,324.0,11.8,1042.0,206.0,797.0,120.0,1641.0,1186.0,12.8,52.0,0.7643,4,9
808,2004-04-13,10.00.00,1.6,1020.0,144.0,7.3,871.0,133.0,956.0,93.0,1426.0,911.0,12.6,50.8,0.7387,4,10
809,2004-04-13,11.00.00,1.6,1044.0,135.0,8.0,900.0,137.0,934.0,96.0,1471.0,919.0,13.8,47.4,0.7435,4,11
810,2004-04-13,12.00.00,1.6,1020.0,140.0,7.2,866.0,116.0,972.0,84.0,1429.0,791.0,15.1,42.7,0.7294,4,12
811,2004-04-13,13.00.00,1.5,1009.0,141.0,7.7,885.0,112.0,994.0,87.0,1439.0,751.0,16.3,38.1,0.7006,4,13
812,2004-04-13,14.00.00,1.8,1073.0,181.0,9.7,966.0,128.0,935.0,87.0,1537.0,805.0,16.6,36.7,0.6867,4,14
813,2004-04-13,15.00.00,2.1,1098.0,227.0,9.8,971.0,145.0,877.0,103.0,1527.0,966.0,15.8,40.5,0.7241,4,15
814,2004-04-13,16.00.00,1.7,1061.0,149.0,7.7,887.0,110.0,920.0,88.0,1462.0,869.0,16.3,41.8,0.7712,4,16
815,2004-04-13,17.00.00,3.0,1289.0,425.0,15.3,1158.0,184.0,755.0,118.0,1791.0,1196.0,16.1,42.8,0.7783,4,17
816,2004-04-13,18.00.00,4.6,1442.0,669.0,21.5,1337.0,243.0,630.0,134.0,2004.0,1523.0,15.3,46.8,0.8074,4,18
817,2004-04-13,19.00.00,5.0,1479.0,680.0,21.7,1343.0,259.0,631.0,144.0,1995.0,1579.0,14.7,47.0,0.7815,4,19
818,2004-04-13,20.00.00,3.5,1266.0,446.0,14.6,1138.0,205.0,726.0,129.0,1747.0,1370.0,14.1,49.6,0.7931,4,20
819,2004-04-13,21.00.00,2.1,1149.0,205.0,9.3,952.0,144.0,845.0,108.0,1577.0,1204.0,13.5,54.1,0.8351,4,21
820,2004-04-13,22.00.00,2.1,1168.0,194.0,9.4,954.0,152.0,843.0,104.0,1586.0,1201.0,12.3,59.2,0.8461,4,22
821,2004-04-13,23.00.00,1.5,1079.0,115.0,6.8,847.0,108.0,925.0,90.0,1463.0,1122.0,11.6,62.2,0.851,4,23
822,2004-04-14,00.00.00,1.1,1047.0,74.0,4.9,760.0,64.0,1032.0,74.0,1379.0,1003.0,11.5,61.4,0.8303,4,0
823,2004-04-14,01.00.00,0.9,936.0,85.0,3.9,705.0,73.0,1086.0,73.0,1364.0,918.0,10.9,64.6,0.8395,4,1
824,2004-04-14,02.00.00,0.7,900.0,66.0,2.7,635.0,47.0,1207.0,60.0,1307.0,836.0,11.1,63.2,0.8331,4,2
826,2004-04-14,04.00.00,-200.0,840.0,40.0,1.7,563.0,45.0,1349.0,57.0,1275.0,755.0,10.7,63.8,0.8174,4,4
827,2004-04-14,05.00.00,0.9,905.0,47.0,3.3,670.0,79.0,1191.0,62.0,1346.0,820.0,10.2,65.8,0.8196,4,5
828,2004-04-14,06.00.00,1.6,1079.0,116.0,7.4,875.0,113.0,947.0,71.0,1535.0,998.0,10.3,65.6,0.8225,4,6
829,2004-04-14,07.00.00,3.9,1417.0,478.0,18.2,1246.0,263.0,669.0,94.0,1921.0,1403.0,10.8,64.0,0.8307,4,7
830,2004-04-14,08.00.00,5.0,1529.0,836.0,27.7,1497.0,275.0,569.0,99.0,2278.0,1641.0,13.3,55.6,0.8453,4,8
831,2004-04-14,09.00.00,4.3,1397.0,655.0,18.3,1248.0,263.0,659.0,119.0,1906.0,1534.0,15.8,46.8,0.8328,4,9
832,2004-04-14,10.00.00,2.7,1214.0,312.0,12.3,1061.0,183.0,780.0,103.0,1662.0,1257.0,19.5,34.4,0.7738,4,10
833,2004-04-14,11.00.00,2.1,1109.0,195.0,8.9,935.0,147.0,882.0,95.0,1518.0,1026.0,21.1,30.2,0.745,4,11
834,2004-04-14,12.00.00,2.1,1122.0,238.0,10.4,993.0,132.0,859.0,95.0,1571.0,993.0,18.4,34.2,0.7185,4,12
855,2004-04-15,09.00.00,3.9,1489.0,536.0,19.1,1270.0,309.0,633.0,114.0,1889.0,1638.0,13.5,53.4,0.8196,4,9
856,2004-04-15,10.00.00,3.8,1451.0,481.0,17.3,1219.0,327.0,661.0,127.0,1804.0,1633.0,15.0,49.3,0.8364,4,10
857,2004-04-15,11.00.00,3.8,1454.0,460.0,17.5,1225.0,299.0,661.0,135.0,1809.0,1654.0,17.1,42.1,0.812,4,11
858,2004-04-15,12.00.00,3.9,1392.0,597.0,17.0,1210.0,257.0,689.0,135.0,1792.0,1559.0,18.4,36.9,0.7758,4,12
859,2004-04-15,13.00.00,3.5,1351.0,465.0,17.0,1210.0,195.0,709.0,120.0,1783.0,1374.0,19.3,35.4,0.7824,4,13
860,2004-04-15,14.00.00,4.0,1418.0,542.0,19.5,1282.0,231.0,681.0,129.0,1890.0,1418.0,19.2,35.7,0.7826,4,14
861,2004-04-15,15.00.00,3.0,1303.0,437.0,14.8,1143.0,170.0,748.0,114.0,1734.0,1228.0,21.5,30.4,0.7677,4,15
862,2004-04-15,16.00.00,3.1,1292.0,383.0,14.0,1116.0,192.0,746.0,129.0,1676.0,1293.0,19.6,34.6,0.7807,4,16
863,2004-04-15,17.00.00,5.2,1560.0,778.0,24.4,1413.0,251.0,594.0,149.0,2046.0,1642.0,19.6,35.5,0.8017,4,17
864,2004-04-15,18.00.00,5.9,1765.0,926.0,28.1,1507.0,289.0,533.0,149.0,2271.0,1895.0,18.3,44.1,0.9183,4,18
865,2004-04-15,19.00.00,7.3,1875.0,1189.0,33.7,1637.0,351.0,482.0,158.0,2446.0,2086.0,17.4,47.8,0.9392,4,19
866,2004-04-15,20.00.00,6.1,1746.0,824.0,24.2,1409.0,319.0,553.0,148.0,2119.0,1898.0,16.8,49.8,0.9446,4,20
867,2004-04-15,21.00.00,4.6,1607.0,660.0,19.8,1290.0,264.0,587.0,134.0,1960.0,1758.0,16.2,53.2,0.9723,4,21
868,2004-04-15,22.00.00,2.5,1277.0,203.0,9.3,952.0,144.0,802.0,111.0,1607.0,1284.0,14.9,59.1,0.9928,4,22
869,2004-04-15,23.00.00,2.2,1207.0,136.0,7.3,868.0,119.0,877.0,106.0,1532.0,1075.0,13.9,64.0,1.013,4,23
870,2004-04-16,00.00.00,2.0,1209.0,114.0,7.1,863.0,120.0,882.0,108.0,1547.0,1084.0,13.7,66.8,1.041,4,0
871,2004-04-16,01.00.00,1.9,1189.0,110.0,6.7,844.0,96.0,887.0,93.0,1566.0,1049.0,13.4,69.6,1.0688,4,1
872,2004-04-16,02.00.00,1.6,1132.0,127.0,6.0,810.0,77.0,899.0,83.0,1532.0,1021.0,12.8,71.9,1.0632,4,2
874,2004-04-16,04.00.00,1.0,1033.0,70.0,3.6,686.0,63.0,1030.0,69.0,1420.0,948.0,11.9,74.8,1.038,4,4
875,2004-04-16,05.00.00,1.2,1075.0,93.0,5.4,782.0,97.0,941.0,77.0,1505.0,988.0,11.6,76.4,1.0415,4,5
876,2004-04-16,06.00.00,2.0,1242.0,179.0,10.0,978.0,180.0,778.0,87.0,1686.0,1184.0,11.7,75.3,1.0325,4,6
877,2004-04-16,07.00.00,4.5,1657.0,523.0,23.2,1384.0,352.0,579.0,109.0,2176.0,1600.0,12.8,71.0,1.0428,4,7
878,2004-04-16,08.00.00,4.1,1406.0,546.0,18.7,1258.0,279.0,636.0,116.0,1890.0,1495.0,13.8,61.1,0.9595,4,8
879,2004-04-16,09.00.00,2.6,1150.0,251.0,9.9,973.0,186.0,827.0,105.0,1590.0,1188.0,15.3,51.4,0.8886,4,9
880,2004-04-16,10.00.00,2.3,1184.0,222.0,10.2,983.0,169.0,823.0,106.0,1604.0,1166.0,16.6,48.7,0.9146,4,10
881,2004-04-16,11.00.00,2.6,1223.0,212.0,11.0,1014.0,172.0,781.0,108.0,1666.0,1219.0,17.6,46.7,0.9324,4,11
882,2004-04-16,12.00.00,2.4,1196.0,263.0,10.5,997.0,127.0,802.0,100.0,1644.0,1128.0,19.2,42.7,0.9425,4,12
883,2004-04-16,13.00.00,4.3,1559.0,535.0,18.9,1267.0,230.0,653.0,149.0,2047.0,1373.0,15.7,62.5,1.1092,4,13
884,2004-04-16,14.00.00,4.6,1544.0,609.0,18.9,1266.0,280.0,613.0,148.0,2066.0,1415.0,14.5,75.7,1.2425,4,14
885,2004-04-16,15.00.00,4.0,1485.0,449.0,17.5,1223.0,242.0,650.0,126.0,1980.0,1302.0,14.4,77.4,1.2654,4,15
886,2004-04-16,16.00.00,4.7,1498.0,536.0,17.7,1230.0,250.0,649.0,140.0,1963.0,1308.0,14.6,74.9,1.2391,4,16
887,2004-04-16,17.00.00,5.7,1593.0,743.0,23.0,1378.0,309.0,582.0,142.0,2159.0,1449.0,14.6,76.0,1.2573,4,17
888,2004-04-16,18.00.00,5.2,1529.0,575.0,20.4,1309.0,270.0,627.0,141.0,2083.0,1385.0,14.0,76.3,1.2166,4,18
889,2004-04-16,19.00.00,6.4,1689.0,783.0,26.8,1474.0,323.0,560.0,149.0,2298.0,1492.0,13.9,78.0,1.2303,4,19
890,2004-04-16,20.00.00,6.0,1535.0,706.0,19.9,1295.0,307.0,627.0,140.0,2039.0,1380.0,13.8,78.0,1.2229,4,20
891,2004-04-16,21.00.00,3.4,1304.0,299.0,12.5,1067.0,224.0,737.0,117.0,1811.0,1167.0,13.5,79.4,1.2224,4,21
892,2004-04-16,22.00.00,2.7,1235.0,159.0,9.6,963.0,166.0,803.0,103.0,1680.0,1095.0,13.1,80.1,1.2016,4,22
893,2004-04-16,23.00.00,3.1,1281.0,171.0,10.0,977.0,171.0,794.0,99.0,1695.0,1105.0,12.8,81.0,1.1915,4,23
894,2004-04-17,00.00.00,2.6,1167.0,162.0,8.1,904.0,169.0,846.0,100.0,1627.0,1051.0,12.7,80.6,1.1819,4,0
895,2004-04-17,01.00.00,2.2,1134.0,111.0,7.1,863.0,120.0,869.0,88.0,1599.0,1009.0,12.5,81.8,1.1838,4,1
896,2004-04-17,02.00.00,1.9,1100.0,134.0,6.4,829.0,103.0,887.0,83.0,1565.0,972.0,12.7,81.2,1.1849,4,2
1043,2004-04-23,05.00.00,0.6,852.0,46.0,2.9,646.0,59.0,1186.0,59.0,1321.0,793.0,14.2,52.2,0.8413,4,5
1044,2004-04-23,06.00.00,0.8,923.0,56.0,4.9,757.0,72.0,1041.0,67.0,1418.0,906.0,14.3,55.4,0.9003,4,6
1045,2004-04-23,07.00.00,4.0,1490.0,452.0,22.6,1368.0,244.0,627.0,95.0,2119.0,1541.0,14.0,58.0,0.9202,4,7
1046,2004-04-23,08.00.00,5.6,1662.0,880.0,31.1,1576.0,351.0,523.0,123.0,2417.0,1861.0,15.4,53.3,0.9289,4,8
1047,2004-04-23,09.00.00,5.0,1553.0,759.0,22.1,1354.0,358.0,621.0,142.0,2030.0,1895.0,19.1,42.1,0.9233,4,9
1048,2004-04-23,10.00.00,3.2,1423.0,394.0,18.3,1247.0,245.0,706.0,142.0,1887.0,1684.0,23.7,31.0,0.8968,4,10
1049,2004-04-23,11.00.00,3.8,1458.0,639.0,22.0,1350.0,240.0,677.0,169.0,1947.0,1731.0,26.9,25.7,0.8942,4,11
1050,2004-04-23,12.00.00,3.3,1349.0,541.0,20.1,1299.0,179.0,728.0,142.0,1838.0,1402.0,29.7,20.6,0.8478,4,12
1051,2004-04-23,13.00.00,3.0,1326.0,468.0,18.9,1265.0,160.0,757.0,136.0,1835.0,1246.0,29.2,21.5,0.8573,4,13
1052,2004-04-23,14.00.00,3.2,1356.0,483.0,20.6,1312.0,174.0,729.0,147.0,1865.0,1342.0,29.6,20.1,0.8181,4,14
1053,2004-04-23,15.00.00,4.4,1460.0,682.0,25.3,1438.0,260.0,680.0,196.0,1953.0,1489.0,30.0,19.4,0.81,4,15
1054,2004-04-23,16.00.00,4.6,1497.0,698.0,25.8,1449.0,281.0,679.0,186.0,1985.0,1532.0,29.5,20.1,0.8136,4,16
1055,2004-04-23,17.00.00,5.2,1645.0,832.0,30.6,1566.0,284.0,599.0,177.0,2228.0,1909.0,27.0,26.8,0.9403,4,17
1056,2004-04-23,18.00.00,4.8,1557.0,872.0,27.1,1483.0,250.0,615.0,164.0,2087.0,1757.0,24.9,30.8,0.954,4,18
1057,2004-04-23,19.00.00,5.6,1747.0,899.0,32.5,1608.0,281.0,557.0,161.0,2335.0,1983.0,23.1,36.7,1.0244,4,19
1058,2004-04-23,20.00.00,4.6,1482.0,692.0,20.8,1319.0,230.0,660.0,146.0,1975.0,1703.0,21.5,40.8,1.0333,4,20
1059,2004-04-23,21.00.00,1.8,1211.0,145.0,10.9,1010.0,98.0,816.0,98.0,1619.0,1246.0,20.5,41.5,0.9864,4,21
1060,2004-04-23,22.00.00,2.2,1294.0,208.0,13.0,1083.0,121.0,770.0,108.0,1687.0,1321.0,19.2,44.9,0.9875,4,22
1061,2004-04-23,23.00.00,2.0,1300.0,204.0,11.8,1043.0,110.0,777.0,107.0,1659.0,1375.0,18.8,47.7,1.0221,4,23
1062,2004-04-24,00.00.00,2.8,1402.0,240.0,13.4,1098.0,161.0,736.0,113.0,1729.0,1456.0,18.2,49.7,1.0284,4,0
1063,2004-04-24,01.00.00,2.6,1349.0,251.0,13.4,1097.0,148.0,707.0,100.0,1763.0,1442.0,16.1,57.4,1.0451,4,1
1064,2004-04-24,02.00.00,1.8,1161.0,173.0,9.0,938.0,109.0,827.0,87.0,1597.0,1243.0,16.3,55.3,1.0178,4,2
1066,2004-04-24,04.00.00,-200.0,948.0,55.0,3.8,700.0,45.0,1045.0,60.0,1430.0,939.0,16.9,49.8,0.9514,4,4
1067,2004-04-24,05.00.00,0.7,933.0,65.0,3.7,697.0,71.0,1045.0,65.0,1403.0,937.0,14.8,57.7,0.9644,4,5
1068,2004-04-24,06.00.00,0.9,1021.0,119.0,5.7,800.0,75.0,931.0,64.0,1483.0,1019.0,14.0,59.7,0.9499,4,6
1069,2004-04-24,07.00.00,1.5,1134.0,151.0,10.0,979.0,106.0,794.0,73.0,1639.0,1140.0,14.6,56.8,0.9385,4,7
1070,2004-04-24,08.00.00,2.5,1311.0,305.0,15.0,1147.0,166.0,681.0,86.0,1838.0,1351.0,16.7,51.9,0.9788,4,8
1071,2004-04-24,09.00.00,3.0,1409.0,415.0,15.6,1169.0,188.0,685.0,105.0,1874.0,1459.0,20.0,45.0,1.039,4,9
1072,2004-04-24,10.00.00,2.6,1301.0,321.0,12.3,1059.0,161.0,787.0,107.0,1727.0,1297.0,23.9,33.7,0.9837,4,10
1073,2004-04-24,11.00.00,2.6,1354.0,358.0,14.4,1130.0,139.0,765.0,114.0,1808.0,1291.0,26.8,29.5,1.0209,4,11
1074,2004-04-24,12.00.00,2.6,1391.0,350.0,14.6,1136.0,134.0,738.0,105.0,1840.0,1296.0,27.2,32.4,1.1493,4,12
1075,2004-04-24,13.00.00,1.9,1200.0,238.0,8.7,929.0,84.0,879.0,74.0,1623.0,972.0,26.9,32.1,1.1217,4,13
1076,2004-04-24,14.00.00,2.0,1338.0,215.0,11.0,1016.0,98.0,798.0,95.0,1766.0,1194.0,24.3,41.8,1.2561,4,14
1077,2004-04-24,15.00.00,1.7,1223.0,192.0,9.0,938.0,91.0,884.0,89.0,1610.0,880.0,25.6,36.0,1.1629,4,15
1078,2004-04-24,16.00.00,1.9,1278.0,205.0,10.7,1003.0,99.0,845.0,95.0,1691.0,909.0,27.0,31.8,1.1176,4,16
1079,2004-04-24,17.00.00,1.8,1257.0,165.0,9.9,973.0,90.0,860.0,93.0,1634.0,839.0,27.5,31.6,1.1417,4,17
1080,2004-04-24,18.00.00,2.8,1497.0,283.0,15.7,1171.0,147.0,725.0,123.0,1899.0,1248.0,24.9,38.1,1.1838,4,18
1081,2004-04-24,19.00.00,3.5,1567.0,467.0,19.4,1280.0,177.0,661.0,134.0,1970.0,1476.0,23.4,39.7,1.1276,4,19
1082,2004-04-24,20.00.00,3.4,1503.0,485.0,16.8,1203.0,162.0,651.0,126.0,1863.0,1502.0,21.2,50.8,1.2631,4,20
1083,2004-04-24,21.00.00,2.0,1169.0,202.0,6.8,850.0,88.0,906.0,79.0,1584.0,873.0,15.6,73.5,1.2953,4,21
1084,2004-04-24,22.00.00,1.1,1007.0,64.0,3.0,650.0,53.0,1157.0,54.0,1404.0,528.0,12.9,79.7,1.1774,4,22
1085,2004-04-24,23.00.00,1.3,1004.0,71.0,3.2,667.0,68.0,1157.0,69.0,1365.0,492.0,11.5,76.9,1.0436,4,23
1086,2004-04-25,00.00.00,1.2,967.0,84.0,3.1,661.0,61.0,1181.0,67.0,1321.0,463.0,12.2,66.8,0.9455,4,0
1087,2004-04-25,01.00.00,1.3,984.0,70.0,3.9,707.0,71.0,1131.0,73.0,1359.0,494.0,12.4,64.1,0.9209,4,1
1088,2004-04-25,02.00.00,1.0,931.0,61.0,3.6,689.0,63.0,1161.0,73.0,1317.0,503.0,12.7,58.7,0.8605,4,2
1090,2004-04-25,04.00.00,-200.0,777.0,40.0,1.2,521.0,23.0,1535.0,33.0,1121.0,350.0,12.5,51.2,0.7374,4,4
1091,2004-04-25,05.00.00,0.3,763.0,20.0,0.7,471.0,14.0,1783.0,20.0,1098.0,305.0,12.5,50.9,0.7346,4,5
1092,2004-04-25,06.00.00,0.5,804.0,31.0,1.1,505.0,34.0,1718.0,37.0,1148.0,329.0,12.8,49.3,0.7285,4,6
1093,2004-04-25,07.00.00,0.6,830.0,41.0,1.4,535.0,42.0,1496.0,50.0,1184.0,375.0,13.5,48.6,0.7487,4,7
1094,2004-04-25,08.00.00,0.6,833.0,40.0,1.6,553.0,40.0,1476.0,45.0,1180.0,373.0,14.4,45.9,0.7476,4,8
1095,2004-04-25,09.00.00,0.8,875.0,35.0,2.3,603.0,48.0,1370.0,48.0,1206.0,385.0,15.1,43.9,0.7487,4,9
1096,2004-04-25,10.00.00,1.0,882.0,44.0,2.5,621.0,61.0,1346.0,56.0,1216.0,403.0,16.6,38.6,0.7236,4,10
1097,2004-04-25,11.00.00,0.9,862.0,71.0,2.7,635.0,58.0,1320.0,58.0,1193.0,393.0,17.2,35.0,0.6789,4,11
1098,2004-04-25,12.00.00,1.0,863.0,66.0,2.7,636.0,57.0,1290.0,52.0,1185.0,388.0,17.4,33.9,0.6683,4,12
1099,2004-04-25,13.00.00,0.8,830.0,46.0,2.2,596.0,54.0,1389.0,52.0,1145.0,371.0,17.9,30.7,0.6234,4,13
1100,2004-04-25,14.00.00,0.7,807.0,50.0,2.0,584.0,41.0,1488.0,44.0,1104.0,347.0,18.3,27.2,0.5675,4,14
1101,2004-04-25,15.00.00,0.9,873.0,51.0,3.4,675.0,57.0,1343.0,59.0,1181.0,396.0,19.4,25.7,0.5738,4,15
1102,2004-04-25,16.00.00,1.3,931.0,64.0,4.5,739.0,83.0,1274.0,74.0,1219.0,474.0,20.2,24.1,0.563,4,16
1103,2004-04-25,17.00.00,1.4,918.0,138.0,4.7,748.0,81.0,1228.0,76.0,1219.0,505.0,19.6,24.9,0.5625,4,17
1104,2004-04-25,18.00.00,1.5,1001.0,137.0,6.0,811.0,98.0,1122.0,83.0,1344.0,625.0,18.5,27.8,0.5843,4,18
1105,2004-04-25,19.00.00,2.7,1169.0,303.0,11.7,1039.0,124.0,883.0,100.0,1550.0,941.0,17.8,30.3,0.6129,4,19
1106,2004-04-25,20.00.00,2.5,1085.0,204.0,8.2,907.0,133.0,976.0,101.0,1419.0,893.0,16.6,34.0,0.6353,4,20
1107,2004-04-25,21.00.00,1.4,940.0,95.0,5.1,769.0,100.0,1103.0,90.0,1310.0,731.0,15.5,37.0,0.6447,4,21
1108,2004-04-25,22.00.00,2.8,1126.0,347.0,13.0,1083.0,116.0,875.0,93.0,1654.0,955.0,14.8,39.5,0.6595,4,22
1109,2004-04-25,23.00.00,2.1,978.0,252.0,7.0,858.0,102.0,1013.0,79.0,1379.0,761.0,14.5,42.0,0.6896,4,23
1110,2004-04-26,00.00.00,1.1,893.0,66.0,3.9,703.0,55.0,1192.0,57.0,1283.0,515.0,14.1,44.9,0.7206,4,0
