,T,RH,AH,Value,Type
6487,13.3,63.6,0.9673,1127.0,Tungsten Oxide(NO2)
6488,13.3,65.3,0.9948,1124.0,Tungsten Oxide(NO2)
6490,11.9,79.6,1.1043,1130.0,Tungsten Oxide(NO2)
6491,11.8,81.4,1.1238,1157.0,Tungsten Oxide(NO2)
6492,12.0,80.1,1.1231,1219.0,Tungsten Oxide(NO2)
6493,12.2,78.8,1.1178,1314.0,Tungsten Oxide(NO2)
6494,12.7,77.2,1.1298,1627.0,Tungsten Oxide(NO2)
6495,13.4,74.4,1.1407,2018.0,Tungsten Oxide(NO2)
6496,15.9,63.4,1.1349,1662.0,Tungsten Oxide(NO2)
6497,18.5,52.9,1.1174,1489.0,Tungsten Oxide(NO2)
6498,18.4,52.6,1.1064,1418.0,Tungsten Oxide(NO2)
6499,19.4,49.8,1.1095,1682.0,Tungsten Oxide(NO2)
6500,19.5,50.1,1.1225,1589.0,Tungsten Oxide(NO2)
6501,20.3,47.5,1.1187,1481.0,Tungsten Oxide(NO2)
6502,18.7,53.0,1.1322,1541.0,Tungsten Oxide(NO2)
6503,17.3,57.1,1.1161,1551.0,Tungsten Oxide(NO2)
6504,16.4,59.5,1.1017,1620.0,Tungsten Oxide(NO2)
6505,15.9,60.8,1.088,1613.0,Tungsten Oxide(NO2)
6506,15.5,60.7,1.0591,1511.0,Tungsten Oxide(NO2)
6507,15.3,63.1,1.0872,1480.0,Tungsten Oxide(NO2)
6508,16.6,58.5,1.0963,1264.0,Tungsten Oxide(NO2)
6509,14.6,64.7,1.0677,1233.0,Tungsten Oxide(NO2)
6510,14.0,66.1,1.05,1206.0,Tungsten Oxide(NO2)
6511,13.0,69.4,1.0364,1220.0,Tungsten Oxide(NO2)
6512,13.1,67.4,1.0101,1138.0,Tungsten Oxide(NO2)
6514,11.9,71.4,0.9921,1103.0,Tungsten Oxide(NO2)
6515,12.4,68.3,0.9801,1091.0,Tungsten Oxide(NO2)
6516,14.1,60.6,0.9715,1098.0,Tungsten Oxide(NO2)
6517,12.9,64.2,0.9506,1146.0,Tungsten Oxide(NO2)
6518,11.7,68.9,0.9439,1431.0,Tungsten Oxide(NO2)
6519,12.5,65.8,0.9538,1566.0,Tungsten Oxide(NO2)
6520,14.5,61.1,1.0007,1591.0,Tungsten Oxide(NO2)
6521,16.9,54.2,1.0371,1638.0,Tungsten Oxide(NO2)
6522,17.4,53.3,1.0528,1583.0,Tungsten Oxide(NO2)
6523,18.8,49.3,1.0581,1635.0,Tungsten Oxide(NO2)
6524,19.4,47.1,1.051,1545.0,Tungsten Oxide(NO2)
6525,19.2,47.1,1.0371,1450.0,Tungsten Oxide(NO2)
6526,17.7,51.5,1.0315,1466.0,Tungsten Oxide(NO2)
6527,16.5,54.6,1.0164,1484.0,Tungsten Oxide(NO2)
6528,15.4,57.9,1.0068,1480.0,Tungsten Oxide(NO2)
6529,15.2,58.4,1.0007,1470.0,Tungsten Oxide(NO2)
6530,14.9,58.4,0.9843,1381.0,Tungsten Oxide(NO2)
6531,14.5,60.4,0.9909,1374.0,Tungsten Oxide(NO2)
6532,14.5,62.3,1.0216,1345.0,Tungsten Oxide(NO2)
6533,14.6,60.6,1.0033,1262.0,Tungsten Oxide(NO2)
6534,15.0,59.3,1.0045,1231.0,Tungsten Oxide(NO2)
6535,14.7,60.3,1.0031,1254.0,Tungsten Oxide(NO2)
6536,15.3,59.1,1.0191,1149.0,Tungsten Oxide(NO2)
6538,11.6,72.5,0.9916,1262.0,Tungsten Oxide(NO2)
6539,12.0,71.9,1.003,1097.0,Tungsten Oxide(NO2)
6540,11.8,71.8,0.9909,1121.0,Tungsten Oxide(NO2)
6541,11.8,71.4,0.9864,1139.0,Tungsten Oxide(NO2)
6542,12.8,66.3,0.9804,1115.0,Tungsten Oxide(NO2)
6543,13.2,65.2,0.9841,1157.0,Tungsten Oxide(NO2)
6544,13.1,66.2,0.9933,1280.0,Tungsten Oxide(NO2)
6545,14.3,63.3,1.0266,1365.0,Tungsten Oxide(NO2)
6546,16.0,58.1,1.0482,1330.0,Tungsten Oxide(NO2)
6547,17.3,53.9,1.0562,1407.0,Tungsten Oxide(NO2)
6548,17.3,53.3,1.0407,1279.0,Tungsten Oxide(NO2)
6549,16.7,54.7,1.0311,1180.0,Tungsten Oxide(NO2)
6550,15.4,58.9,1.02,1183.0,Tungsten Oxide(NO2)
6551,15.2,58.0,0.9927,1207.0,Tungsten Oxide(NO2)
6552,16.2,54.5,0.9956,1324.0,Tungsten Oxide(NO2)
6553,16.5,55.3,1.0267,1301.0,Tungsten Oxide(NO2)
6554,14.6,72.1,1.1947,1524.0,Tungsten Oxide(NO2)
6555,13.9,76.7,1.2098,1404.0,Tungsten Oxide(NO2)
6556,13.7,79.3,1.2326,1370.0,Tungsten Oxide(NO2)
6557,13.8,77.3,1.2169,1329.0,Tungsten Oxide(NO2)
6558,14.2,71.7,1.1578,1254.0,Tungsten Oxide(NO2)
6559,14.9,65.7,1.105,1145.0,Tungsten Oxide(NO2)
6560,14.7,67.3,1.1177,1108.0,Tungsten Oxide(NO2)
6562,14.8,65.5,1.0965,1034.0,Tungsten Oxide(NO2)
6563,14.4,68.5,1.1158,1046.0,Tungsten Oxide(NO2)
6564,14.5,62.9,1.0335,1027.0,Tungsten Oxide(NO2)
6565,14.6,56.7,0.9358,1027.0,Tungsten Oxide(NO2)
6566,15.0,55.3,0.9338,1288.0,Tungsten Oxide(NO2)
6567,14.5,56.5,0.9306,1235.0,Tungsten Oxide(NO2)
6568,14.3,55.4,0.9005,1141.0,Tungsten Oxide(NO2)
6569,14.7,52.5,0.8716,1145.0,Tungsten Oxide(NO2)
6570,15.5,51.7,0.9033,1161.0,Tungsten Oxide(NO2)
6571,14.9,53.4,0.8998,1189.0,Tungsten Oxide(NO2)
6572,15.2,51.0,0.8762,1257.0,Tungsten Oxide(NO2)
6573,15.2,50.1,0.858,1142.0,Tungsten Oxide(NO2)
6574,15.6,46.6,0.8176,1190.0,Tungsten Oxide(NO2)
6575,14.8,48.4,0.8069,1145.0,Tungsten Oxide(NO2)
6576,14.6,48.0,0.7902,1259.0,Tungsten Oxide(NO2)
6577,15.1,45.4,0.7759,1301.0,Tungsten Oxide(NO2)
6578,14.5,45.4,0.7458,1247.0,Tungsten Oxide(NO2)
6579,13.4,48.1,0.7374,1061.0,Tungsten Oxide(NO2)
6580,12.3,48.7,0.6931,946.0,Tungsten Oxide(NO2)
6581,12.0,51.2,0.7179,954.0,Tungsten Oxide(NO2)
6582,11.9,54.6,0.7589,965.0,Tungsten Oxide(NO2)
6583,13.7,45.0,0.6991,980.0,Tungsten Oxide(NO2)
6584,14.7,37.5,0.622,940.0,Tungsten Oxide(NO2)
6586,13.2,35.6,0.5375,815.0,Tungsten Oxide(NO2)
6587,12.0,37.3,0.5239,787.0,Tungsten Oxide(NO2)
6588,11.7,38.1,0.5223,805.0,Tungsten Oxide(NO2)
6589,11.5,38.0,0.5159,839.0,Tungsten Oxide(NO2)
6590,12.3,35.8,0.5086,998.0,Tungsten Oxide(NO2)
6591,12.9,34.5,0.5102,1136.0,Tungsten Oxide(NO2)
6592,14.4,30.2,0.4911,1013.0,Tungsten Oxide(NO2)
6593,16.2,26.2,0.4789,967.0,Tungsten Oxide(NO2)
6594,17.1,23.5,0.453,968.0,Tungsten Oxide(NO2)
6595,18.1,21.3,0.4396,1011.0,Tungsten Oxide(NO2)
6596,18.8,20.0,0.4278,1036.0,Tungsten Oxide(NO2)
6597,18.1,20.8,0.4274,1016.0,Tungsten Oxide(NO2)
6598,17.6,19.9,0.3952,1001.0,Tungsten Oxide(NO2)
6599,16.0,20.8,0.3757,1083.0,Tungsten Oxide(NO2)
6600,14.6,23.7,0.3903,1249.0,Tungsten Oxide(NO2)
6601,13.7,22.9,0.3581,1256.0,Tungsten Oxide(NO2)
6602,12.8,21.7,0.3182,1102.0,Tungsten Oxide(NO2)
6603,12.7,21.3,0.3119,910.0,Tungsten Oxide(NO2)
6604,12.8,22.5,0.3309,826.0,Tungsten Oxide(NO2)
6605,12.6,23.4,0.3408,810.0,Tungsten Oxide(NO2)
6606,12.4,24.0,0.3443,860.0,Tungsten Oxide(NO2)
6607,12.5,24.0,0.3462,853.0,Tungsten Oxide(NO2)
6608,11.9,32.4,0.4489,891.0,Tungsten Oxide(NO2)
6610,11.5,34.2,0.4621,871.0,Tungsten Oxide(NO2)
6611,10.5,37.8,0.4799,873.0,Tungsten Oxide(NO2)
6612,7.8,47.4,0.5046,948.0,Tungsten Oxide(NO2)
6613,9.3,43.1,0.5062,957.0,Tungsten Oxide(NO2)
6614,8.2,46.8,0.5091,1064.0,Tungsten Oxide(NO2)
6615,10.7,34.2,0.439,1177.0,Tungsten Oxide(NO2)
6616,14.4,28.2,0.4593,1130.0,Tungsten Oxide(NO2)
6617,17.4,23.3,0.4599,1161.0,Tungsten Oxide(NO2)
6618,17.8,23.6,0.4766,1152.0,Tungsten Oxide(NO2)
6619,18.3,19.5,0.4044,1011.0,Tungsten Oxide(NO2)
6620,18.9,18.9,0.4091,1035.0,Tungsten Oxide(NO2)
6621,18.4,19.7,0.4117,945.0,Tungsten Oxide(NO2)
6622,17.8,21.0,0.4234,1005.0,Tungsten Oxide(NO2)
6623,16.1,23.4,0.4248,1094.0,Tungsten Oxide(NO2)
6624,14.9,24.9,0.4178,1071.0,Tungsten Oxide(NO2)
6625,14.6,24.6,0.4054,1018.0,Tungsten Oxide(NO2)
6626,14.2,26.8,0.4332,1075.0,Tungsten Oxide(NO2)
6627,13.3,38.7,0.5867,1167.0,Tungsten Oxide(NO2)
6628,11.2,45.1,0.6004,1126.0,Tungsten Oxide(NO2)
6629,8.8,52.5,0.5969,1206.0,Tungsten Oxide(NO2)
6630,8.6,54.3,0.606,1183.0,Tungsten Oxide(NO2)
6631,8.1,53.2,0.5746,1219.0,Tungsten Oxide(NO2)
6632,6.8,57.8,0.5768,1164.0,Tungsten Oxide(NO2)
6634,5.4,64.1,0.5772,1148.0,Tungsten Oxide(NO2)
6635,5.6,61.6,0.5656,1017.0,Tungsten Oxide(NO2)
6636,4.2,69.0,0.5737,1043.0,Tungsten Oxide(NO2)
6637,4.8,64.6,0.563,953.0,Tungsten Oxide(NO2)
6638,4.0,69.0,0.5661,1052.0,Tungsten Oxide(NO2)
6639,4.9,66.3,0.5786,1085.0,Tungsten Oxide(NO2)
6640,9.4,48.7,0.5748,1131.0,Tungsten Oxide(NO2)
6641,12.6,39.9,0.5804,1085.0,Tungsten Oxide(NO2)
6642,14.4,35.3,0.5763,1165.0,Tungsten Oxide(NO2)
6643,15.1,37.4,0.6374,1253.0,Tungsten Oxide(NO2)
6644,16.0,35.8,0.6456,1226.0,Tungsten Oxide(NO2)
6645,17.5,30.8,0.6095,1274.0,Tungsten Oxide(NO2)
6646,17.2,34.2,0.6669,1396.0,Tungsten Oxide(NO2)
6647,14.3,45.8,0.7452,1550.0,Tungsten Oxide(NO2)
6648,12.2,53.9,0.7617,1650.0,Tungsten Oxide(NO2)
6649,11.6,51.2,0.6965,1362.0,Tungsten Oxide(NO2)
6650,11.3,50.1,0.672,1213.0,Tungsten Oxide(NO2)
6651,10.6,51.2,0.6541,1120.0,Tungsten Oxide(NO2)
6652,9.6,51.7,0.6163,1058.0,Tungsten Oxide(NO2)
6653,8.7,55.2,0.6225,1064.0,Tungsten Oxide(NO2)
6654,7.9,60.2,0.6432,1156.0,Tungsten Oxide(NO2)
6655,7.9,59.2,0.6331,1048.0,Tungsten Oxide(NO2)
6656,6.7,64.6,0.6381,1056.0,Tungsten Oxide(NO2)
6658,6.3,64.6,0.6197,935.0,Tungsten Oxide(NO2)
6659,6.4,63.3,0.6123,919.0,Tungsten Oxide(NO2)
6660,6.4,64.4,0.6204,972.0,Tungsten Oxide(NO2)
6661,5.6,68.9,0.6328,1112.0,Tungsten Oxide(NO2)
6662,6.4,65.6,0.6348,1389.0,Tungsten Oxide(NO2)
6663,7.3,61.4,0.6306,1382.0,Tungsten Oxide(NO2)
6664,9.6,53.7,0.6409,1391.0,Tungsten Oxide(NO2)
6665,12.0,45.9,0.6421,1509.0,Tungsten Oxide(NO2)
6666,12.7,44.4,0.6512,1370.0,Tungsten Oxide(NO2)
6667,13.9,42.8,0.6761,1515.0,Tungsten Oxide(NO2)
6668,15.0,41.4,0.7016,1536.0,Tungsten Oxide(NO2)
6669,16.0,38.7,0.6987,1559.0,Tungsten Oxide(NO2)
6670,16.0,38.6,0.6952,1615.0,Tungsten Oxide(NO2)
6671,14.1,44.9,0.7194,1822.0,Tungsten Oxide(NO2)
6672,12.6,55.9,0.8142,2271.0,Tungsten Oxide(NO2)
6673,11.7,60.8,0.8336,1880.0,Tungsten Oxide(NO2)
6674,11.5,60.9,0.8249,1514.0,Tungsten Oxide(NO2)
6675,10.6,64.1,0.8182,1338.0,Tungsten Oxide(NO2)
6676,10.1,66.2,0.8185,1214.0,Tungsten Oxide(NO2)
6677,9.0,70.1,0.8036,1174.0,Tungsten Oxide(NO2)
6678,8.6,70.5,0.7915,1150.0,Tungsten Oxide(NO2)
6679,7.6,74.3,0.7783,1234.0,Tungsten Oxide(NO2)
6680,6.9,76.1,0.759,1174.0,Tungsten Oxide(NO2)
6682,6.8,75.4,0.7475,1007.0,Tungsten Oxide(NO2)
6683,6.6,75.3,0.7378,1015.0,Tungsten Oxide(NO2)
6684,6.0,77.3,0.7262,1080.0,Tungsten Oxide(NO2)
6685,6.0,76.7,0.722,1196.0,Tungsten Oxide(NO2)
6686,6.9,73.7,0.7348,1412.0,Tungsten Oxide(NO2)
6687,7.6,70.6,0.7371,1767.0,Tungsten Oxide(NO2)
6688,9.3,64.2,0.7544,1843.0,Tungsten Oxide(NO2)
6689,11.7,55.7,0.763,1608.0,Tungsten Oxide(NO2)
6690,12.9,54.1,0.8003,1546.0,Tungsten Oxide(NO2)
6691,14.0,53.0,0.8451,1706.0,Tungsten Oxide(NO2)
6692,15.1,50.2,0.8552,1570.0,Tungsten Oxide(NO2)
6693,16.7,47.3,0.8883,1538.0,Tungsten Oxide(NO2)
6694,16.8,48.4,0.9175,1778.0,Tungsten Oxide(NO2)
6770,13.3,68.0,1.0376,1542.0,Tungsten Oxide(NO2)
6771,13.2,72.8,1.0984,1451.0,Tungsten Oxide(NO2)
6772,12.6,76.5,1.1106,1317.0,Tungsten Oxide(NO2)
6773,12.6,74.3,1.0843,1232.0,Tungsten Oxide(NO2)
6774,12.9,72.1,1.0658,1220.0,Tungsten Oxide(NO2)
6775,13.1,70.5,1.0594,1202.0,Tungsten Oxide(NO2)
6776,12.4,73.8,1.0574,1196.0,Tungsten Oxide(NO2)
6778,11.8,76.3,1.0547,1189.0,Tungsten Oxide(NO2)
6779,10.8,80.0,1.0367,1245.0,Tungsten Oxide(NO2)
6780,10.4,77.3,0.9709,1189.0,Tungsten Oxide(NO2)
6781,10.0,76.2,0.9332,1173.0,Tungsten Oxide(NO2)
6782,9.4,67.7,0.8018,1287.0,Tungsten Oxide(NO2)
6783,9.3,71.2,0.8325,1448.0,Tungsten Oxide(NO2)
6784,12.6,54.0,0.784,1375.0,Tungsten Oxide(NO2)
6785,16.1,28.5,0.5164,1046.0,Tungsten Oxide(NO2)
6786,16.6,19.9,0.3728,842.0,Tungsten Oxide(NO2)
6787,15.9,18.2,0.3255,799.0,Tungsten Oxide(NO2)
6788,14.3,18.4,0.2991,737.0,Tungsten Oxide(NO2)
6789,15.0,16.3,0.2749,682.0,Tungsten Oxide(NO2)
6790,14.9,17.1,0.2875,750.0,Tungsten Oxide(NO2)
6791,13.2,18.8,0.2837,764.0,Tungsten Oxide(NO2)
6792,12.4,19.6,0.2797,802.0,Tungsten Oxide(NO2)
6793,11.9,21.3,0.2957,974.0,Tungsten Oxide(NO2)
6794,11.1,24.8,0.3264,1250.0,Tungsten Oxide(NO2)
6795,10.1,29.7,0.3666,1196.0,Tungsten Oxide(NO2)
6796,10.2,23.8,0.2955,901.0,Tungsten Oxide(NO2)
6797,9.4,27.4,0.3239,1005.0,Tungsten Oxide(NO2)
6798,7.9,39.0,0.4154,1181.0,Tungsten Oxide(NO2)
6799,7.6,40.6,0.4273,1114.0,Tungsten Oxide(NO2)
6800,6.4,43.7,0.4242,923.0,Tungsten Oxide(NO2)
6802,5.1,46.5,0.4125,834.0,Tungsten Oxide(NO2)
6803,3.3,53.5,0.418,869.0,Tungsten Oxide(NO2)
6804,4.8,49.9,0.4325,852.0,Tungsten Oxide(NO2)
6805,2.2,60.1,0.4361,881.0,Tungsten Oxide(NO2)
6806,2.5,59.3,0.4401,905.0,Tungsten Oxide(NO2)
6807,3.2,55.7,0.4344,865.0,Tungsten Oxide(NO2)
6808,5.0,48.8,0.429,959.0,Tungsten Oxide(NO2)
6809,5.8,49.8,0.4613,1081.0,Tungsten Oxide(NO2)
6810,6.0,47.6,0.4488,1058.0,Tungsten Oxide(NO2)
6811,7.4,44.6,0.4613,1143.0,Tungsten Oxide(NO2)
6812,5.2,73.1,0.6535,1264.0,Tungsten Oxide(NO2)
6813,4.8,81.4,0.7055,1354.0,Tungsten Oxide(NO2)
6814,4.7,82.3,0.7105,1260.0,Tungsten Oxide(NO2)
6815,4.7,82.8,0.7157,1287.0,Tungsten Oxide(NO2)
6816,4.7,83.4,0.7177,1453.0,Tungsten Oxide(NO2)
6817,5.2,83.1,0.7411,1365.0,Tungsten Oxide(NO2)
6818,5.5,84.1,0.7657,1424.0,Tungsten Oxide(NO2)
6819,5.8,84.5,0.7822,1360.0,Tungsten Oxide(NO2)
6820,6.2,84.1,0.8018,1286.0,Tungsten Oxide(NO2)
6821,6.6,83.3,0.8183,1226.0,Tungsten Oxide(NO2)
6822,6.8,82.8,0.8216,1250.0,Tungsten Oxide(NO2)
6823,8.2,78.4,0.8561,1211.0,Tungsten Oxide(NO2)
6824,9.7,70.9,0.8539,1059.0,Tungsten Oxide(NO2)
6826,9.3,65.9,0.7757,970.0,Tungsten Oxide(NO2)
6827,8.8,62.9,0.7154,905.0,Tungsten Oxide(NO2)
6828,8.6,58.8,0.6603,881.0,Tungsten Oxide(NO2)
6829,9.2,55.9,0.6521,997.0,Tungsten Oxide(NO2)
6830,8.4,57.7,0.6376,1059.0,Tungsten Oxide(NO2)
6831,8.5,60.4,0.6713,1133.0,Tungsten Oxide(NO2)
6832,8.9,57.4,0.6575,1047.0,Tungsten Oxide(NO2)
6833,9.2,55.8,0.6479,999.0,Tungsten Oxide(NO2)
6834,9.6,53.9,0.6425,1030.0,Tungsten Oxide(NO2)
6835,9.6,52.4,0.6276,1020.0,Tungsten Oxide(NO2)
6836,9.7,49.8,0.5998,983.0,Tungsten Oxide(NO2)
6837,9.4,44.9,0.5296,944.0,Tungsten Oxide(NO2)
6838,9.8,41.9,0.5083,966.0,Tungsten Oxide(NO2)
6839,8.9,44.9,0.5125,1004.0,Tungsten Oxide(NO2)
6840,8.4,45.4,0.5035,1159.0,Tungsten Oxide(NO2)
6841,8.0,41.0,0.4416,1103.0,Tungsten Oxide(NO2)
6842,7.9,37.1,0.3974,1066.0,Tungsten Oxide(NO2)
6843,7.8,33.9,0.3594,950.0,Tungsten Oxide(NO2)
6844,7.3,32.4,0.334,783.0,Tungsten Oxide(NO2)
6845,7.4,34.6,0.3576,826.0,Tungsten Oxide(NO2)
6846,7.1,33.7,0.3417,823.0,Tungsten Oxide(NO2)
6847,6.4,35.8,0.3471,849.0,Tungsten Oxide(NO2)
6848,5.6,37.7,0.3444,698.0,Tungsten Oxide(NO2)
6850,5.3,38.8,0.3473,702.0,Tungsten Oxide(NO2)
6851,4.7,41.4,0.3576,734.0,Tungsten Oxide(NO2)
6852,4.3,43.9,0.3675,802.0,Tungsten Oxide(NO2)
6853,4.9,40.6,0.3539,806.0,Tungsten Oxide(NO2)
6854,5.1,40.8,0.3603,1221.0,Tungsten Oxide(NO2)
6855,6.5,38.1,0.3709,1453.0,Tungsten Oxide(NO2)
6856,7.4,36.5,0.3778,1022.0,Tungsten Oxide(NO2)
6857,7.9,36.4,0.3889,910.0,Tungsten Oxide(NO2)
6858,7.8,36.8,0.3908,943.0,Tungsten Oxide(NO2)
6859,8.7,33.7,0.379,1041.0,Tungsten Oxide(NO2)
6860,8.5,34.3,0.3813,935.0,Tungsten Oxide(NO2)
6861,8.9,34.5,0.3946,947.0,Tungsten Oxide(NO2)
6862,8.8,35.7,0.4043,993.0,Tungsten Oxide(NO2)
6863,7.9,38.6,0.4137,1054.0,Tungsten Oxide(NO2)
6864,7.6,40.1,0.4195,1230.0,Tungsten Oxide(NO2)
6865,6.9,40.3,0.4025,1171.0,Tungsten Oxide(NO2)
6866,6.5,41.7,0.4047,1308.0,Tungsten Oxide(NO2)
6867,6.3,42.6,0.4106,1152.0,Tungsten Oxide(NO2)
6868,5.9,44.7,0.4186,1025.0,Tungsten Oxide(NO2)
6869,5.8,43.4,0.4037,918.0,Tungsten Oxide(NO2)
6870,5.8,42.5,0.3937,937.0,Tungsten Oxide(NO2)
6871,5.6,42.0,0.3856,949.0,Tungsten Oxide(NO2)
6872,5.3,42.3,0.3806,872.0,Tungsten Oxide(NO2)
6874,5.1,44.8,0.3967,770.0,Tungsten Oxide(NO2)
6875,5.2,45.9,0.4099,774.0,Tungsten Oxide(NO2)
6876,4.7,49.0,0.4209,807.0,Tungsten Oxide(NO2)
6877,4.5,51.8,0.4418,875.0,Tungsten Oxide(NO2)
6878,4.5,53.0,0.4495,1054.0,Tungsten Oxide(NO2)
6879,4.8,53.1,0.4605,1151.0,Tungsten Oxide(NO2)
6880,7.8,42.0,0.4464,1015.0,Tungsten Oxide(NO2)
6881,9.3,37.6,0.4391,969.0,Tungsten Oxide(NO2)
6882,10.0,34.2,0.4212,1012.0,Tungsten Oxide(NO2)
6883,10.3,32.6,0.4094,991.0,Tungsten Oxide(NO2)
6884,9.8,31.8,0.3858,969.0,Tungsten Oxide(NO2)
6885,9.8,30.3,0.3658,907.0,Tungsten Oxide(NO2)
6886,9.6,29.6,0.3545,989.0,Tungsten Oxide(NO2)
6887,8.1,32.5,0.3516,1024.0,Tungsten Oxide(NO2)
6888,6.8,36.1,0.3575,984.0,Tungsten Oxide(NO2)
6889,6.4,36.5,0.3519,1086.0,Tungsten Oxide(NO2)
6890,5.9,37.8,0.3528,1163.0,Tungsten Oxide(NO2)
6891,5.1,40.7,0.3621,1033.0,Tungsten Oxide(NO2)
6892,4.8,45.1,0.3925,1053.0,Tungsten Oxide(NO2)
6893,4.5,43.9,0.3728,861.0,Tungsten Oxide(NO2)
6894,5.2,44.1,0.3939,883.0,Tungsten Oxide(NO2)
6895,4.3,46.4,0.3896,896.0,Tungsten Oxide(NO2)
6896,3.0,52.5,0.4021,914.0,Tungsten Oxide(NO2)
6898,1.5,61.4,0.4235,867.0,Tungsten Oxide(NO2)
6899,4.0,50.4,0.4154,807.0,Tungsten Oxide(NO2)
6900,2.8,55.2,0.4177,847.0,Tungsten Oxide(NO2)
6901,1.2,61.4,0.4159,960.0,Tungsten Oxide(NO2)
6902,1.4,61.3,0.4208,1166.0,Tungsten Oxide(NO2)
6903,2.2,58.1,0.4218,1178.0,Tungsten Oxide(NO2)
6904,4.3,49.4,0.4138,1120.0,Tungsten Oxide(NO2)
6905,6.6,42.5,0.416,1221.0,Tungsten Oxide(NO2)
6906,8.0,38.3,0.4133,1202.0,Tungsten Oxide(NO2)
6907,9.1,36.1,0.4172,1237.0,Tungsten Oxide(NO2)
6908,10.0,34.7,0.4259,1320.0,Tungsten Oxide(NO2)
6909,11.0,33.0,0.4331,1168.0,Tungsten Oxide(NO2)
6910,11.3,33.6,0.4504,1325.0,Tungsten Oxide(NO2)
6911,9.4,41.3,0.4888,1661.0,Tungsten Oxide(NO2)
6912,8.0,45.9,0.4936,1757.0,Tungsten Oxide(NO2)
6913,7.1,50.3,0.51,1820.0,Tungsten Oxide(NO2)
6914,6.2,56.9,0.5419,1832.0,Tungsten Oxide(NO2)
6915,6.3,57.9,0.5575,1574.0,Tungsten Oxide(NO2)
6916,6.2,56.8,0.5421,1389.0,Tungsten Oxide(NO2)
6917,6.1,54.7,0.5201,1283.0,Tungsten Oxide(NO2)
6918,6.0,55.6,0.5244,1300.0,Tungsten Oxide(NO2)
6919,5.1,59.0,0.5248,1234.0,Tungsten Oxide(NO2)
6920,5.1,58.4,0.517,1164.0,Tungsten Oxide(NO2)
6922,4.2,63.1,0.5259,1082.0,Tungsten Oxide(NO2)
6923,4.3,64.1,0.537,1093.0,Tungsten Oxide(NO2)
6924,4.8,61.9,0.537,1079.0,Tungsten Oxide(NO2)
6925,5.3,61.1,0.5499,1124.0,Tungsten Oxide(NO2)
6926,5.7,61.3,0.5657,1299.0,Tungsten Oxide(NO2)
6927,6.1,60.5,0.5719,1483.0,Tungsten Oxide(NO2)
6928,6.7,59.7,0.589,1421.0,Tungsten Oxide(NO2)
6929,7.2,58.6,0.5986,1428.0,Tungsten Oxide(NO2)
6930,8.0,55.9,0.6018,1406.0,Tungsten Oxide(NO2)
6931,9.8,52.4,0.6349,1624.0,Tungsten Oxide(NO2)
6932,10.5,51.1,0.6503,1563.0,Tungsten Oxide(NO2)
6933,10.8,52.4,0.6767,1405.0,Tungsten Oxide(NO2)
6934,10.6,55.3,0.7058,1610.0,Tungsten Oxide(NO2)
6935,10.4,57.0,0.7167,1578.0,Tungsten Oxide(NO2)
6936,10.2,58.3,0.7256,1598.0,Tungsten Oxide(NO2)
6942,9.4,66.1,0.7816,1447.0,Tungsten Oxide(NO2)
6943,9.6,65.9,0.7869,1395.0,Tungsten Oxide(NO2)
6944,9.5,66.2,0.7882,1385.0,Tungsten Oxide(NO2)
6946,9.1,68.7,0.7925,1304.0,Tungsten Oxide(NO2)
6947,9.0,69.8,0.8039,1250.0,Tungsten Oxide(NO2)
6948,8.9,70.5,0.8056,1246.0,Tungsten Oxide(NO2)
6949,8.9,70.4,0.8074,1267.0,Tungsten Oxide(NO2)
6950,9.1,69.6,0.8045,1247.0,Tungsten Oxide(NO2)
6951,9.0,70.8,0.8173,1272.0,Tungsten Oxide(NO2)
6952,9.8,68.6,0.8324,1319.0,Tungsten Oxide(NO2)
6953,10.2,67.3,0.8373,1316.0,Tungsten Oxide(NO2)
6954,10.7,65.0,0.8378,1383.0,Tungsten Oxide(NO2)
6955,11.4,62.9,0.8454,1491.0,Tungsten Oxide(NO2)
6956,12.2,61.1,0.8652,1351.0,Tungsten Oxide(NO2)
6957,12.1,61.8,0.8723,1266.0,Tungsten Oxide(NO2)
6958,11.7,65.6,0.898,1366.0,Tungsten Oxide(NO2)
6959,11.4,67.9,0.9119,1435.0,Tungsten Oxide(NO2)
6960,11.2,70.8,0.9386,1513.0,Tungsten Oxide(NO2)
6961,10.9,75.9,0.9868,1555.0,Tungsten Oxide(NO2)
6962,11.3,78.3,1.0455,1689.0,Tungsten Oxide(NO2)
6963,10.3,82.8,1.0369,1488.0,Tungsten Oxide(NO2)
6964,10.4,82.5,1.0406,1542.0,Tungsten Oxide(NO2)
6965,11.0,81.7,1.0727,1485.0,Tungsten Oxide(NO2)
6966,11.7,79.8,1.0964,1321.0,Tungsten Oxide(NO2)
6967,11.6,80.0,1.0924,1281.0,Tungsten Oxide(NO2)
6968,11.3,80.1,1.0741,1166.0,Tungsten Oxide(NO2)
6970,10.8,78.7,1.0202,1070.0,Tungsten Oxide(NO2)
6971,10.7,81.5,1.0497,1068.0,Tungsten Oxide(NO2)
6972,10.9,80.3,1.0444,1062.0,Tungsten Oxide(NO2)
6973,10.7,80.7,1.0377,1083.0,Tungsten Oxide(NO2)
6974,10.5,81.8,1.0416,1135.0,Tungsten Oxide(NO2)
6975,10.4,82.9,1.0419,1159.0,Tungsten Oxide(NO2)
